UNIDAD,FECHA DE INICIO,AÑO,DELITO,MODALIDAD,MUNICIPIO_HECHO,LATITUD,LONGITUD,lat,lon,geo_ok
UNIDAD MATAMOROS 2A.,26/03/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.9003676622097,-97.5393033027649,25.9003676622097,-97.5393033027649,True
UNIDAD NUEVO LAREDO 1A.,26/03/2017,2017.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.4212171417984,-99.5342311263084,27.4212171417984,-99.5342311263084,True
UNIDAD VICTORIA 3A,26/03/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.7769612612317,-99.1615861987439,23.7769612612317,-99.1615861987439,True
UNIDAD CIUDAD MADERO 3,26/03/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.252766236269018,-97.8455029879741,22.252766236269014,-97.8455029879741,True
UNIDAD MATAMOROS 3,26/03/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.835785328233925,-97.49829743214177,25.835785328233925,-97.49829743214175,True
UNIDAD REYNOSA 2A.,26/03/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.045277429287463,98.3160498338879,26.045277429287463,-98.3160498338879,True
UNIDAD CIUDAD MADERO 3,26/03/2020,2020.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2679425761783,-97.85104569943479,22.2679425761783,-97.8510456994348,True
UNIDAD TAMPICO 4,26/03/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.31597,97.86585,22.31597,-97.86585,True
UNIDAD TAMPICO 4,26/03/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.30719,97.89065,22.30719,-97.89065,True
UNIDAD MATAMOROS 3,26/03/2021,2021.0,LESIONES,CULPOSO,MATAMOROS,25.87118673544185,-97.5014251470566,25.87118673544185,-97.5014251470566,True
UNIDAD REYNOSA 1A.,26/03/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.04952903582834,98.4032714341476,26.04952903582834,-98.4032714341476,True
UNIDAD REYNOSA 1A.,26/03/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.005287139468216,-98.26117157936096,26.005287139468216,-98.26117157936096,True
UNIDAD REYNOSA 1A.,26/03/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.088102392720344,-98.27325300328681,26.088102392720344,-98.2732530032868,True
UNIDAD REYNOSA 1A.,26/03/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,25.989593023084165,98.09249986096034,25.989593023084165,-98.09249986096034,True
UGI VICTORIA 4A.,26/03/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD TAMPICO 3A.,26/03/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.2736783,97.8752754,22.2736783,-97.8752754,True
UNIDAD MATAMOROS 1A.,26/03/2024,2024.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8298894223071,-97.512845993042,25.8298894223071,-97.512845993042,True
ATENCION INMEDIATA DE CIUDAD MADERO,26/03/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.247129098644802,-97.83687894735765,22.2471290986448,-97.83687894735765,True
UGI VICTORIA 1A.,26/03/2024,2024.0,LESIONES,CULPOSO,VICTORIA,23.766001,-99.160957,23.766001,-99.160957,True
UNIDAD TAMPICO 3A.,26/03/2025,2025.0,HOMICIDIO,CULPOSO,TAMPICO,22.2535851,-97.8615905,22.2535851,-97.8615905,True
UNIDAD TAMPICO 3A.,26/03/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.2572643,-97.8709852,22.2572643,-97.8709852,True
UNIDAD 1 ADOLESCENTES VICTORIA,26/03/2026,2026.0,LESIONES,CULPOSO,VICTORIA,23.722343777922458,-99.12901639938356,23.722343777922458,-99.12901639938356,True
UNIDAD REYNOSA 3A.,26/03/2026,2026.0,LESIONES,CULPOSO,REYNOSA,25.99309799065128,-98.30780714260244,25.99309799065128,-98.30780714260244,True
UNIDAD REYNOSA 3A.,26/03/2026,2026.0,LESIONES,CULPOSO,REYNOSA,25.959025048419644,-98.20662580052638,25.959025048419644,-98.20662580052638,True
UNIDAD MATAMOROS 1A.,26/03/2026,2026.0,HOMICIDIO,CULPOSO,MATAMOROS,25.963938509948346,-97.6772975921631,25.963938509948346,-97.6772975921631,True
UNIDAD MATAMOROS 1A.,26/03/2026,2026.0,LESIONES,CULPOSO,MATAMOROS,25.86041087800478,-97.56243948320987,25.86041087800478,-97.56243948320989,True
UNIDAD CIUDAD MADERO 3,26/03/2026,2026.0,LESIONES,CULPOSO,CIUDAD MADERO,22.270674048420364,-97.79064774513246,22.270674048420364,-97.79064774513246,True
UNIDAD VICTORIA 2A,26/04/2016,2016.0,HOMICIDIO,CULPOSO,VICTORIA,23.7170985581554,-99.1815876960754,23.7170985581554,-99.1815876960754,True
UNIDAD MATAMOROS 2A.,26/04/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8695128861885,-97.496825158596,25.8695128861885,-97.496825158596,True
ATENCION INMEDIATA EN TAMPICO,26/04/2016,2016.0,LESIONES,CULPOSO,TAMPICO,22.2857924841073,-97.8681313991547,22.2857924841073,-97.8681313991547,True
ATENCION INMEDIATA EN MATAMOROS,26/04/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8389231404376,-97.5550746917725,25.8389231404376,-97.5550746917725,True
UNIDAD REYNOSA 2A.,26/04/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.0670876339351,-98.3389341831207,26.0670876339351,-98.3389341831207,True
UNIDAD CIUDAD MADERO 3,26/04/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.27314122047538,-97.85211272911235,22.27314122047538,-97.85211272911236,True
UNIDAD REYNOSA 2A.,26/04/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.0555056566052,-98.2969044743335,26.0555056566052,-98.2969044743335,True
UNIDAD NUEVO LAREDO 3,26/04/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.514404673987,-99.5869306468547,27.514404673987,-99.5869306468547,True
UNIDAD CIUDAD MADERO 3,26/04/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.365698182210842,-97.8755177173379,22.36569818221084,-97.8755177173379,True
UNIDAD TAMPICO 4,26/04/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.225364,-97.87832,22.225364,-97.87832,True
UNIDAD REYNOSA 1A.,26/04/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.051325630892087,-98.33310466519714,26.051325630892087,-98.33310466519714,True
UNIDAD REYNOSA 1A.,26/04/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.066578556309942,-98.30747316509219,26.066578556309945,-98.3074731650922,True
UNIDAD DE INVESTIGACION Y LITIGACION-SIIPPTAM,26/04/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.756852478448046,-99.17288919317846,23.75685247844805,-99.17288919317846,True
UNIDAD VICTORIA 2A,26/04/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.74320838060106,-99.17343378067017,23.74320838060106,-99.17343378067017,True
UNIDAD VICTORIA 2A,26/04/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.738965752295112,-99.15656805038454,23.738965752295112,-99.15656805038454,True
UNIDAD VICTORIA 2A,26/04/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.70925980285197,-99.15514111518861,23.70925980285197,-99.1551411151886,True
UNIDAD NUEVO LAREDO 2A.,26/04/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.466813563723818,-99.5096541854573,27.466813563723814,-99.5096541854573,True
UNIDAD REYNOSA 2A.,26/04/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.0533151,-98.29117236,26.0533151,-98.29117236,True
UNIDAD MATAMOROS 2A.,26/04/2022,2022.0,LESIONES,CULPOSO,MATAMOROS,25.868791722415512,-97.5035682320595,25.868791722415512,-97.5035682320595,True
UNIDAD REYNOSA 1A.,26/04/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.05555,-98.29699,26.05555,-98.29699,True
UNIDAD REYNOSA 1A.,26/04/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,25.94797,-98.26998,25.94797,-98.26998,True
UNIDAD CIUDAD MADERO 3,26/04/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.246991316947604,-97.85579879168432,22.246991316947604,-97.85579879168432,True
UNIDAD CIUDAD MADERO 3,26/04/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.282582086242158,-97.84173760136116,22.28258208624216,-97.84173760136116,True
UNIDAD REYNOSA 2A.,26/04/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.0051347972327,-98.2425090046009,26.0051347972327,-98.2425090046009,True
UNIDAD REYNOSA 2A.,26/04/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,25.9412855,-98.2459655,25.9412855,-98.2459655,True
ATENCION INMEDIATA EN NUEVO LAREDO,26/04/2024,2024.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4953695792123,-99.4927601903101,27.4953695792123,-99.4927601903101,True
UGI VICTORIA 2A,26/04/2024,2024.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD TAMPICO 3A.,26/04/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.214974687243128,-97.85756731427661,22.214974687243128,-97.8575673142766,True
UGI VICTORIA 1A.,26/04/2025,2025.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
ATENCION INMEDIATA EN TAMPICO,26/04/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.31002206075036,-97.85492897048246,22.31002206075036,-97.85492897048246,True
UNIDAD TAMPICO 3A.,26/04/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.3141887,-97.8660929,22.3141887,-97.8660929,True
UNIDAD TAMPICO 3A.,26/04/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.3172591,-97.8569353,22.3172591,-97.8569353,True
UNIDAD VICTORIA 1A.,26/05/2015,2015.0,HOMICIDIO,CULPOSO,VICTORIA,23.750498226160346,-99.17310520149842,23.750498226160342,-99.17310520149842,True
UNIDAD NUEVO LAREDO 2A.,26/05/2017,2017.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.506264687065,-99.5842623710632,27.506264687065,-99.5842623710632,True
UNIDAD MATAMOROS 3,26/05/2017,2017.0,LESIONES,CULPOSO,MATAMOROS,25.86490390865668,-97.50476717948915,25.86490390865668,-97.50476717948916,True
UNIDAD REYNOSA 2A.,26/05/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.0694450331532,-98.2948198914528,26.0694450331532,-98.2948198914528,True
UNIDAD TAMPICO 4,26/05/2018,2018.0,LESIONES,CULPOSO,TAMPICO,22.275179398901095,-97.89332791781271,22.27517939890109,-97.89332791781273,True
UNIDAD REYNOSA 2A.,26/05/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.0551444897074,-98.2969746229567,26.0551444897074,-98.2969746229567,True
UNIDAD REYNOSA 2A.,26/05/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,25.9368650307402,-98.2690471846646,25.9368650307402,-98.2690471846646,True
UNIDAD VICTORIA 1A.,26/05/2018,2018.0,HOMICIDIO,CULPOSO,VICTORIA,23.733733478175356,-99.13356027005234,23.73373347817536,-99.13356027005234,True
UNIDAD MATAMOROS 3,26/05/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.861212180143543,-97.50934624641566,25.861212180143543,-97.50934624641566,True
UNIDAD NUEVO LAREDO 3,26/05/2020,2020.0,LESIONES,CULPOSO,NUEVO LAREDO,27.41195647235794,99.53994779861708,27.41195647235794,-99.53994779861708,True
UNIDAD REYNOSA 2A.,26/05/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.02400100763023,-98.24372744348841,26.02400100763023,-98.2437274434884,True
UNIDAD TAMPICO 1A.,26/05/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.2172054426055,-97.85759830778109,22.2172054426055,-97.85759830778107,True
UNIDAD NUEVO LAREDO 2A.,26/05/2023,2023.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.504645804422214,-99.57381248474123,27.50464580442221,-99.57381248474124,True
UNIDAD REYNOSA 2A.,26/05/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.0553915,98.2995292,26.0553915,-98.2995292,True
UNIDAD NUEVO LAREDO 3,26/05/2024,2024.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.485745200941203,-99.48292832739763,27.485745200941203,-99.48292832739764,True
UGI VICTORIA 1A.,26/05/2024,2024.0,LESIONES,CULPOSO,VICTORIA,23.713499,-99.173122,23.713499,-99.173122,True
UNIDAD TAMPICO 4,26/05/2026,2026.0,LESIONES,CULPOSO,TAMPICO,0,0,0.0,0.0,False
UNIDAD MATAMOROS 1A.,26/05/2026,2026.0,LESIONES,CULPOSO,MATAMOROS,25.82599963794276,-97.53253929173964,25.82599963794276,-97.53253929173964,True
UNIDAD REYNOSA 2A.,26/06/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.0553949554288,-98.2969951629639,26.0553949554288,-98.2969951629639,True
UNIDAD TAMPICO 1A.,26/06/2017,2017.0,LESIONES,CULPOSO,TAMPICO,22.3050106721725,-97.8827226161957,22.3050106721725,-97.8827226161957,True
UNIDAD VICTORIA 3A,26/06/2017,2017.0,HOMICIDIO,CULPOSO,VICTORIA,23.7378338703544,-99.1353893280029,23.7378338703544,-99.1353893280029,True
UNIDAD NUEVO LAREDO 1A.,26/06/2018,2018.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.482695213045197,-99.61719177188306,27.4826952130452,-99.61719177188306,True
UNIDAD CIUDAD MADERO 3,26/06/2018,2018.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.25733239631668,-97.83343299099819,22.25733239631668,-97.8334329909982,True
ATENCION INMEDIATA DE CIUDAD MADERO,26/06/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.246647564103853,-97.83903162083372,22.246647564103853,-97.83903162083372,True
ATENCION INMEDIATA EN NUEVO LAREDO,26/06/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.473250979291205,-99.56663489341737,27.473250979291205,-99.56663489341736,True
ATENCION INMEDIATA EN TAMPICO,26/06/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.215504332907525,-97.85507793192482,22.215504332907525,-97.85507793192482,True
UNIDAD TAMPICO 1A.,26/06/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.2524070,97.8587049,22.252407,-97.8587049,True
UNIDAD REYNOSA 2A.,26/06/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.055550530927366,-98.29697576095889,26.055550530927366,-98.29697576095889,True
UNIDAD TAMPICO 1A.,26/06/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.31254208923055,-97.85863943309988,22.31254208923055,-97.85863943309988,True
UNIDAD TAMPICO 1A.,26/06/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.30729543749227,-97.88134891567272,22.30729543749227,-97.88134891567272,True
UNIDAD TAMPICO 1A.,26/06/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.21637364368996,-97.85369257645357,22.21637364368996,-97.85369257645355,True
UNIDAD REYNOSA 3A.,26/06/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.0553915,-98.2995292,26.0553915,-98.2995292,True
UNIDAD MATAMOROS 2A.,26/06/2023,2023.0,LESIONES,CULPOSO,MATAMOROS,25.868366051207893,-97.51112937927248,25.868366051207893,-97.51112937927248,True
UNIDAD REYNOSA 2A.,26/06/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.0574858,-98.2802932,26.0574858,-98.2802932,True
UNIDAD REYNOSA 2A.,26/06/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.0596296,98.3020038,26.0596296,-98.3020038,True
UNIDAD REYNOSA 2A.,26/06/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.0552678,98.3623411,26.0552678,-98.3623411,True
UNIDAD CIUDAD MADERO 3,26/06/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.282203671164233,-97.82913208007812,22.282203671164236,-97.82913208007812,True
UGI VICTORIA 1A.,26/06/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,23.744279,-99.128713,23.744279,-99.128713,True
UGI VICTORIA 4A.,26/06/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.734988,-99.144232,23.734988,-99.144232,True
UNIDAD REYNOSA 3A.,26/06/2024,2024.0,LESIONES,CULPOSO,REYNOSA,25.9415647,98.26057,25.9415647,-98.26057,True
UNIDAD TAMPICO 4,26/06/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.283216654596277,-97.86628294316029,22.28321665459628,-97.86628294316029,True
UNIDAD 1 ADOLESCENTES LAREDO,26/06/2026,2026.0,LESIONES,CULPOSO,NUEVO LAREDO,27.50375205071506,-99.57526840532033,27.50375205071506,-99.57526840532032,True
UNIDAD VICTORIA 2A,26/07/2014,,HOMICIDIO,CULPOSO,VICTORIA,23.875242514813696,-99.06193971633911,23.875242514813696,-99.06193971633913,True
UNIDAD MATAMOROS 1A.,26/07/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.826493753748,-97.4873328208923,25.826493753748,-97.4873328208923,True
UNIDAD VICTORIA 3A,26/07/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.73372948821,-99.1769796609879,23.73372948821,-99.1769796609879,True
UNIDAD MATAMOROS 3,26/07/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.851837600407844,-97.47782707214357,25.851837600407844,-97.47782707214355,True
UNIDAD CIUDAD MADERO 3,26/07/2018,2018.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.24716051027119,-97.85589450499734,22.24716051027119,-97.85589450499734,True
UNIDAD TAMPICO 1A.,26/07/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.224563411170397,-97.87788628644154,22.2245634111704,-97.87788628644154,True
ATENCION INMEDIATA VICTORIA,26/07/2021,2021.0,LESIONES,CULPOSO,VICTORIA,0,0,0.0,0.0,False
UNIDAD TAMPICO 2A.,26/07/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.211704421298766,-97.85152209190028,22.21170442129877,-97.85152209190028,True
UNIDAD TAMPICO 2A.,26/07/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.296982506260758,-97.85644498582897,22.29698250626076,-97.85644498582896,True
UGI VICTORIA 3A,26/07/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.686990,-99.194358,23.68699,-99.194358,True
UNIDAD TAMPICO 4,26/07/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.252145,-97.85857,22.252145,-97.85857,True
UNIDAD TAMPICO 4,26/07/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.296823,97.856587,22.296823,-97.856587,True
UNIDAD NUEVO LAREDO 3,26/07/2024,2024.0,LESIONES,CULPOSO,NUEVO LAREDO,27.474045578758016,99.5276287739061,27.474045578758016,-99.5276287739061,True
UNIDAD CIUDAD MADERO 3,26/07/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.26159354579559,-97.85058939430282,22.26159354579559,-97.85058939430282,True
ATENCION INMEDIATA EN REYNOSA,26/07/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.063828306430494,-98.29034573223129,26.06382830643049,-98.29034573223127,True
UGI VICTORIA 3A,26/07/2024,2024.0,LESIONES,CULPOSO,VICTORIA,23.765942,-99.161437,23.765942,-99.161437,True
UGI VICTORIA 2A,26/07/2024,2024.0,LESIONES,CULPOSO,VICTORIA,23.758517,-99.129210,23.758517,-99.12921,True
UNIDAD TAMPICO 4,26/07/2025,2025.0,HOMICIDIO,CULPOSO,TAMPICO,22.295582,-97.88614,22.295582,-97.88614,True
UNIDAD NUEVO LAREDO 1A.,26/07/2025,2025.0,LESIONES,CULPOSO,NUEVO LAREDO,27.456654282910513,-99.55715665754084,27.456654282910517,-99.55715665754084,True
UNIDAD VICTORIA 2A,26/08/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.729168264021,-99.1414725780487,23.729168264021,-99.1414725780487,True
UNIDAD VICTORIA 2A,26/08/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.7556393082911,-99.1794472932816,23.7556393082911,-99.1794472932816,True
UNIDAD CIUDAD MADERO 3,26/08/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24710025041779,-97.85580824828513,22.24710025041779,-97.85580824828511,True
UNIDAD MATAMOROS 3,26/08/2018,2018.0,HOMICIDIO,CULPOSO,MATAMOROS,25.84043432578794,-97.48151779174806,25.84043432578794,-97.48151779174806,True
UNIDAD REYNOSA 3A.,26/08/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.043363609781,-98.3035354624735,26.043363609781,-98.3035354624735,True
UNIDAD CIUDAD MADERO 2A.,26/08/2019,2019.0,LESIONES,CULPOSO,CIUDAD MADERO,22.251476547667572,-97.84760334339869,22.25147654766757,-97.84760334339867,True
UNIDAD MATAMOROS 3,26/08/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.851992082608657,-97.52125740051271,25.851992082608657,-97.52125740051272,True
UNIDAD MATAMOROS 3,26/08/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.84198897880585,-97.55200213034207,25.84198897880585,-97.55200213034207,True
ATENCION INMEDIATA EN TAMPICO,26/08/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.23093,97.28393,22.23093,-97.28393,True
ATENCION INMEDIATA EN TAMPICO,26/08/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.30929,-97.87608,22.30929,-97.87608,True
UNIDAD MATAMOROS 1A.,26/08/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.81922329537061,-97.51756259717166,25.81922329537061,-97.51756259717166,True
UNIDAD MATAMOROS 1A.,26/08/2020,2020.0,LESIONES,CULPOSO,MATAMOROS,25.70875857658673,-97.57313259354976,25.70875857658673,-97.57313259354976,True
UNIDAD VICTORIA 5A.,26/08/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.765782737891204,-99.12940174803235,23.765782737891204,-99.12940174803236,True
UNIDAD MATAMOROS 1A.,26/08/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8733026569282,-97.50309348106386,25.8733026569282,-97.50309348106386,True
UGI VICTORIA 4A.,26/08/2022,2022.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD TAMPICO 4,26/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.259192656724213,-97.86709318814916,22.259192656724213,-97.86709318814916,True
UNIDAD NUEVO LAREDO 3,26/08/2023,2023.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.487268,-99.595966,27.487268,-99.595966,True
UNIDAD REYNOSA 3A.,26/08/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,26.021449,-98.280515,26.021449,-98.280515,True
UNIDAD REYNOSA 3A.,26/08/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,26.05541031672704,-98.29697102308275,26.05541031672704,-98.29697102308276,True
UNIDAD REYNOSA 3A.,26/08/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,26.055839227457692,-98.29718023538591,26.05583922745769,-98.29718023538592,True
ATENCION INMEDIATA DE CIUDAD MADERO,26/08/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.276540741549844,-97.84124036426284,22.276540741549844,-97.84124036426284,True
UNIDAD REYNOSA 3A.,26/08/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.0888803,-98.2872438,26.0888803,-98.2872438,True
UNIDAD VICTORIA 5A.,26/09/2016,2016.0,LESIONES,CULPOSO,VICTORIA,23.7522724538974,-99.1682492382824,23.7522724538974,-99.1682492382824,True
UNIDAD REYNOSA 5,26/09/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.028273918018865,-98.2085556556156,26.028273918018865,-98.2085556556156,True
UNIDAD REYNOSA 2A.,26/09/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.0511115442746,-98.3799183368683,26.0511115442746,-98.3799183368683,True
UNIDAD MATAMOROS 2A.,26/09/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.861176622041,-97.4679324030876,25.861176622041,-97.4679324030876,True
UNIDAD REYNOSA 3A.,26/09/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.028758448678,-98.3844995498657,26.028758448678,-98.3844995498657,True
UNIDAD REYNOSA 1A.,26/09/2017,2017.0,LESIONES,CULPOSO,REYNOSA,26.089557547663688,-98.27717924376587,26.089557547663688,-98.27717924376589,True
UNIDAD CIUDAD MADERO 3,26/09/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.27811938081614,-97.83837445188401,22.27811938081614,-97.838374451884,True
ATENCION INMEDIATA VICTORIA,26/09/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.6946136734107,-99.1599369049072,23.6946136734107,-99.1599369049072,True
UNIDAD TAMPICO 2A.,26/09/2018,2018.0,HOMICIDIO,CULPOSO,TAMPICO,22.215197992107708,-97.86095291573379,22.215197992107708,-97.8609529157338,True
UNIDAD MATAMOROS 1A.,26/09/2018,2018.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8261279862685,-97.5006580352783,25.8261279862685,-97.5006580352783,True
UNIDAD CIUDAD MADERO 3,26/09/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.29770436341292,-97.84550201372507,22.29770436341292,-97.84550201372508,True
ATENCION INMEDIATA DE CIUDAD MADERO,26/09/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2442929355506,-97.8447821950409,22.2442929355506,-97.8447821950409,True
UNIDAD REYNOSA 3A.,26/09/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,26.04480251132891,-98.30802505842087,26.04480251132891,-98.30802505842088,True
UNIDAD NUEVO LAREDO 1A.,26/09/2020,2020.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.46834684898752,-99.62033808231355,27.46834684898752,-99.62033808231357,True
UNIDAD NUEVO LAREDO 1A.,26/09/2020,2020.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.476719375930646,-99.50366735458375,27.47671937593065,-99.50366735458375,True
UNIDAD NUEVO LAREDO 2A.,26/09/2021,2021.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.489069165886463,-99.53801789317029,27.489069165886463,-99.53801789317028,True
UNIDAD TAMPICO 2A.,26/09/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.252311313307363,-97.85880338009275,22.252311313307363,-97.85880338009277,True
UNIDAD CIUDAD MADERO 3,26/09/2021,2021.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.254538809875346,-97.83239805055793,22.254538809875346,-97.83239805055791,True
UNIDAD REYNOSA 2A.,26/09/2022,2022.0,LESIONES,CULPOSO,REYNOSA,26.0341208,-98.42858,26.0341208,-98.42858,True
UNIDAD TAMPICO 3A.,26/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.245223502036733,-97.8564483326462,22.245223502036733,-97.8564483326462,True
ATENCION INMEDIATA DE CIUDAD MADERO,26/09/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.251805064558596,-97.83093567616417,22.2518050645586,-97.83093567616416,True
UNIDAD CIUDAD MADERO 3,26/09/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24006061471715,-97.83997848841018,22.24006061471715,-97.83997848841018,True
