UNIDAD,FECHA DE INICIO,AÑO,DELITO,MODALIDAD,MUNICIPIO_HECHO,LATITUD,LONGITUD,lat,lon,geo_ok
ATENCION INMEDIATA EN NUEVO LAREDO,01/07/2022,2022.0,LESIONES,CULPOSO,NUEVO LAREDO,27.46714740697926,-99.61664736270906,27.46714740697926,-99.61664736270906,True
UGI VICTORIA 4A.,01/07/2022,2022.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD REYNOSA 3A.,01/07/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.0699227,98.36280,26.0699227,-98.3628,True
UNIDAD NUEVO LAREDO 3,01/07/2024,2024.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.458209779477507,-99.5243859191769,27.458209779477507,-99.5243859191769,True
UNIDAD NUEVO LAREDO 3,01/07/2024,2024.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.496672276311493,-99.50514006198132,27.496672276311493,-99.50514006198132,True
UNIDAD MATAMOROS 1A.,01/07/2025,2025.0,LESIONES,CULPOSO,MATAMOROS,25.86430676597507,-97.47362716864207,25.86430676597507,-97.47362716864208,True
ATENCION VICTORIA,01/07/2026,2026.0,LESIONES,CULPOSO,VICTORIA,23.72099955672356,-99.1581172145717,23.72099955672356,-99.1581172145717,True
UNIDAD NUEVO LAREDO 2A.,01/07/2026,2026.0,LESIONES,CULPOSO,NUEVO LAREDO,27.42254758206356,-99.54703330993654,27.42254758206356,-99.54703330993654,True
UNIDAD VICTORIA 2A,01/08/2015,2015.0,LESIONES,CULPOSO,VICTORIA,23.730543308375076,-99.15331721305847,23.73054330837508,-99.15331721305849,True
UNIDAD MATAMOROS 1A.,01/08/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8819403156225,-97.5036728382111,25.8819403156225,-97.5036728382111,True
UNIDAD REYNOSA 2A.,01/08/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,25.9126175076587,-98.2676088809967,25.9126175076587,-98.2676088809967,True
UNIDAD REYNOSA 2A.,01/08/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.005604813905,-98.1641829013824,26.005604813905,-98.1641829013824,True
UNIDAD REYNOSA 2A.,01/08/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.08461175553,-98.2952946424484,26.08461175553,-98.2952946424484,True
UNIDAD REYNOSA 2A.,01/08/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0596728109375,-98.2649803161621,26.0596728109375,-98.2649803161621,True
UNIDAD NUEVO LAREDO 1A.,01/08/2016,2016.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.4964957762798,-99.5050781965256,27.4964957762798,-99.5050781965256,True
UNIDAD NUEVO LAREDO 1A.,01/08/2016,2016.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.4690889823192,-99.512090831995,27.4690889823192,-99.512090831995,True
UNIDAD REYNOSA 3A.,01/08/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.0553949554288,-98.2969737052917,26.0553949554288,-98.2969737052917,True
UNIDAD REYNOSA 2A.,01/08/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,7.71135091739855E-05,0.000118017196655273,7.71135091739855e-05,-0.0001180171966552,False
UNIDAD MATAMOROS 1A.,01/08/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.8744261803806,-97.5218034959965,25.8744261803806,-97.5218034959965,True
UNIDAD REYNOSA 2A.,01/08/2019,2019.0,LESIONES,CULPOSO,REYNOSA,26.055189515700217,-98.28480780432407,26.055189515700217,-98.28480780432407,True
ATENCION INMEDIATA VICTORIA,01/08/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.7326498,-99.1353216,23.7326498,-99.1353216,True
UNIDAD VICTORIA 2A,01/08/2020,2020.0,HOMICIDIO,CULPOSO,VICTORIA,23.442518022448137,-98.97703170776369,23.442518022448137,-98.97703170776369,True
UNIDAD REYNOSA 2A.,01/08/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.039794,-98.337871,26.039794,-98.337871,True
UNIDAD TAMPICO 2A.,01/08/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.21445046226181,-97.85519836565973,22.21445046226181,-97.85519836565972,True
UNIDAD REYNOSA 3A.,01/08/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.0914521,98.36162,26.0914521,-98.36162,True
UNIDAD REYNOSA 2A.,01/08/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.14844,98.34450,26.14844,-98.3445,True
UNIDAD TAMPICO 1A.,01/08/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.252211767002915,-97.85831585526468,22.252211767002915,-97.85831585526468,True
UNIDAD REYNOSA 2A.,01/08/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,0.000000,0.000000,0.0,0.0,False
UNIDAD TAMPICO 1A.,01/08/2024,2024.0,HOMICIDIO,CULPOSO,TAMPICO,22.269312850311845,-97.86551233049069,22.269312850311845,-97.86551233049067,True
UNIDAD TAMPICO 1A.,01/08/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.279686979755667,-97.88656890392303,22.279686979755667,-97.88656890392303,True
UNIDAD CIUDAD MADERO 3,01/08/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.262640487299382,-97.82753963289197,22.262640487299382,-97.82753963289196,True
UNIDAD TAMPICO 1A.,01/08/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.249127532283445,-97.85429120063782,22.249127532283445,-97.85429120063782,True
UNIDAD TAMPICO 1A.,01/08/2025,2025.0,HOMICIDIO,CULPOSO,TAMPICO,22.252090374895133,-97.86005258560182,22.252090374895133,-97.86005258560182,True
UNIDAD VICTORIA 1A.,01/09/2016,2016.0,HOMICIDIO,CULPOSO,VICTORIA,23.7654959168094,-99.1695874929428,23.7654959168094,-99.1695874929428,True
UNIDAD CIUDAD MADERO 3,01/09/2016,2016.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2539328106077,-97.823341190815,22.2539328106077,-97.823341190815,True
UNIDAD VICTORIA 3A,01/09/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.745054666434406,-99.11245107650758,23.74505466643441,-99.11245107650758,True
UNIDAD REYNOSA 2A.,01/09/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.033976335574224,-98.22566986083986,26.033976335574224,-98.22566986083986,True
UNIDAD REYNOSA 2A.,01/09/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,25.963456210348518,-98.27776908874513,25.96345621034852,-98.27776908874512,True
UNIDAD NUEVO LAREDO 2A.,01/09/2018,2018.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.5090612289594,-99.53518867492677,27.5090612289594,-99.53518867492676,True
UNIDAD REYNOSA 3A.,01/09/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,26.035722138925397,-98.21533420566693,26.0357221389254,-98.21533420566692,True
UNIDAD TAMPICO 2A.,01/09/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.248414731778105,-97.8700911567024,22.248414731778105,-97.8700911567024,True
UNIDAD TAMPICO 2A.,01/09/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.252534569076353,-97.85875439643861,22.252534569076357,-97.8587543964386,True
UNIDAD NUEVO LAREDO 1A.,01/09/2020,2020.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,0.000911180650545951,-0.00059140305628702,0.0009111806505459,-0.000591403056287,False
UNIDAD REYNOSA 2A.,01/09/2021,2021.0,LESIONES,CULPOSO,REYNOSA,25.9694614,-98.2653242,25.9694614,-98.2653242,True
UNIDAD VICTORIA 5A.,01/09/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.800167984490393,-99.08199786431517,23.800167984490397,-99.08199786431516,True
ATENCION INMEDIATA EN TAMPICO,01/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.27517,-97.87230,22.27517,-97.8723,True
ATENCION INMEDIATA EN TAMPICO,01/09/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.32030,-97.88248,22.3203,-97.88248,True
UNIDAD NUEVO LAREDO 3,01/09/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.48348053495229,-99.56109524292705,27.48348053495229,-99.56109524292704,True
UNIDAD CIUDAD MADERO 1A.,01/09/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.239038254208214,-97.84341216087343,22.23903825420821,-97.84341216087344,True
UGI VICTORIA 1A.,01/09/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.745516,-99.146465,23.745516,-99.146465,True
UNIDAD NUEVO LAREDO 1A.,01/09/2023,2023.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.46345048670695,-99.48829198612891,27.46345048670695,-99.48829198612891,True
UGI VICTORIA 4A.,01/09/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.770784,-99.167771,23.770784,-99.167771,True
UGI VICTORIA 3A,01/09/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.733460,-99.139165,23.73346,-99.139165,True
UNIDAD MATAMOROS 2A.,01/09/2024,2024.0,LESIONES,CULPOSO,MATAMOROS,25.866981628717816,-97.4687370657921,25.866981628717816,-97.4687370657921,True
ATENCION INMEDIATA EN REYNOSA,01/09/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.057120227477743,-98.31261634826662,26.057120227477743,-98.31261634826662,True
UNIDAD NUEVO LAREDO 3,01/09/2025,2025.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.45567290532467,-99.58506135298909,27.45567290532467,-99.58506135298909,True
UNIDAD REYNOSA 3A.,01/09/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.0553915,-98.2995292,26.0553915,-98.2995292,True
UGI VICTORIA 1A.,01/09/2025,2025.0,HOMICIDIO,CULPOSO,VICTORIA,23.728061,-99.157190,23.728061,-99.15719,True
UNIDAD TAMPICO 2A.,01/10/2017,2017.0,HOMICIDIO,CULPOSO,TAMPICO,22.231839517368,-97.8626918792725,22.231839517368,-97.8626918792725,True
UNIDAD VICTORIA 4A.,01/10/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.71562146030546,-99.12095934457312,23.71562146030546,-99.12095934457312,True
UNIDAD TAMPICO 2A.,01/10/2018,2018.0,LESIONES,CULPOSO,TAMPICO,22.21948429753893,-97.85781983247463,22.21948429753893,-97.85781983247465,True
UNIDAD MATAMOROS 2A.,01/10/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.867372638703277,-97.4913242524306,25.86737263870328,-97.4913242524306,True
ATENCION INMEDIATA DE CIUDAD MADERO,01/10/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2855424366753,-97.8454420574417,22.2855424366753,-97.8454420574417,True
UNIDAD MATAMOROS 2A.,01/10/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.876988384602868,-97.5082165002823,25.876988384602868,-97.5082165002823,True
UNIDAD VICTORIA 4A.,01/10/2020,2020.0,HOMICIDIO,CULPOSO,VICTORIA,23.850724949041467,-99.11400139331819,23.850724949041467,-99.1140013933182,True
UNIDAD CIUDAD MADERO 1A.,01/10/2021,2021.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24930627278487,-97.83512949943542,22.24930627278487,-97.83512949943542,True
UNIDAD TAMPICO 3A.,01/10/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.213580745314786,-97.85119095195199,22.213580745314783,-97.851190951952,True
UNIDAD TAMPICO 3A.,01/10/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.2816756412926,-97.88375115069688,22.2816756412926,-97.88375115069688,True
UNIDAD TAMPICO 3A.,01/10/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.282311014243252,-97.88976198477377,22.28231101424325,-97.88976198477376,True
UNIDAD TAMPICO 3A.,01/10/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.26722012682322,-97.85713174264204,22.26722012682322,-97.85713174264204,True
UNIDAD CIUDAD MADERO 3,01/10/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.279390263760416,-97.83009583736889,22.279390263760416,-97.83009583736887,True
UNIDAD CIUDAD MADERO 3,01/10/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2665086855795,-97.83058946176446,22.2665086855795,-97.83058946176446,True
UNIDAD REYNOSA 3A.,01/10/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.090915,-98.28180,26.090915,-98.2818,True
UNIDAD REYNOSA 3A.,01/10/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.059457,-98.30615,26.059457,-98.30615,True
UNIDAD CIUDAD MADERO 1A.,01/10/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.248968651646223,-97.83345580101015,22.248968651646223,-97.83345580101016,True
UNIDAD TAMPICO 2A.,01/10/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.295335929481574,-97.88487195979543,22.29533592948157,-97.88487195979545,True
UNIDAD REYNOSA 1A.,01/10/2025,2025.0,HOMICIDIO,CULPOSO,REYNOSA,25.69665506872841,-100.36204058970274,25.69665506872841,-100.36204058970274,False
UNIDAD VICTORIA 1A.,01/11/2013,,HOMICIDIO,CULPOSO,VICTORIA,23.7374729428088,-98.67640972137451,23.7374729428088,-98.67640972137453,True
UNIDAD REYNOSA 2A.,01/11/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.088615,-98.289958,26.088615,-98.289958,True
UNIDAD REYNOSA 1A.,01/11/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0334864907061,-98.4092080593109,26.0334864907061,-98.4092080593109,True
UNIDAD MATAMOROS 2A.,01/11/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.872038878747297,-97.50107750678234,25.872038878747297,-97.50107750678234,True
UNIDAD VICTORIA 1A.,01/11/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.757912470180163,-99.13429294667377,23.757912470180163,-99.13429294667375,True
UNIDAD REYNOSA 2A.,01/11/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,26.051609,-98.29927,26.051609,-98.29927,True
UNIDAD REYNOSA 2A.,01/11/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,26.055054,-98.40808,26.055054,-98.40808,True
UNIDAD VICTORIA 4A.,01/11/2020,2020.0,HOMICIDIO,CULPOSO,VICTORIA,23.75132435464829,-99.13664996623994,23.75132435464829,-99.13664996623994,True
UNIDAD MATAMOROS 1A.,01/11/2021,2021.0,HOMICIDIO,CULPOSO,MATAMOROS,25.870464526020434,-97.54839062690736,25.870464526020434,-97.54839062690736,True
UNIDAD CIUDAD MADERO 3,01/11/2021,2021.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.24919677426944,-97.83418086010288,22.24919677426944,-97.83418086010288,True
ATENCION INMEDIATA DE CIUDAD MADERO,01/11/2021,2021.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24736484312912,-97.83667227202312,22.24736484312912,-97.83667227202312,True
UNIDAD TAMPICO 4,01/11/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.25403,-97.87628,22.25403,-97.87628,True
UNIDAD CIUDAD MADERO 1A.,01/11/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.27493281247062,-97.84530403605483,22.27493281247062,-97.84530403605484,True
UGI VICTORIA 1A.,01/11/2022,2022.0,HOMICIDIO,CULPOSO,VICTORIA,23.725944,-99.180008,23.725944,-99.180008,True
UGI VICTORIA 1A.,01/11/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.738760,-99.146121,23.73876,-99.146121,True
UGI VICTORIA 4A.,01/11/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.748801,-99.136774,23.748801,-99.136774,True
UGI VICTORIA 4A.,01/11/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.719711,-99.150217,23.719711,-99.150217,True
UGI VICTORIA 4A.,01/11/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD MATAMOROS 3,01/11/2024,2024.0,LESIONES,CULPOSO,MATAMOROS,25.880349421824906,-97.50839352607728,25.880349421824903,-97.50839352607728,True
UNIDAD 1 ADOLESCENTES TAMPICO,01/11/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25787,97.83606,22.25787,-97.83606,True
UNIDAD REYNOSA 1A.,01/11/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.045643376884055,-98.37413300318556,26.04564337688405,-98.37413300318556,True
UNIDAD TAMPICO 3A.,01/12/2016,2016.0,LESIONES,CULPOSO,TAMPICO,22.257683790065037,-97.86560111996458,22.25768379006504,-97.86560111996458,True
UNIDAD MATAMOROS 2A.,01/12/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.731574861127157,-97.57073879241945,25.73157486112716,-97.57073879241943,True
UNIDAD MATAMOROS 2A.,01/12/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.848444306102,-97.515066867345,25.848444306102,-97.515066867345,True
UNIDAD VICTORIA 3A,01/12/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.7437897468658,-99.1729810205184,23.7437897468658,-99.1729810205184,True
UNIDAD VICTORIA 3A,01/12/2018,2018.0,HOMICIDIO,CULPOSO,VICTORIA,23.7689592777652,-99.0141353231502,23.7689592777652,-99.0141353231502,True
UNIDAD VICTORIA 5A.,01/12/2019,2019.0,HOMICIDIO,CULPOSO,VICTORIA,23.72035534139638,-99.13866573924143,23.72035534139638,-99.13866573924145,True
UNIDAD TAMPICO 3A.,01/12/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.213106610390003,-97.85567923043935,22.213106610390003,-97.85567923043936,True
ATENCION INMEDIATA EN TAMPICO,01/12/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.25249,97.83324,22.25249,-97.83324,True
ATENCION INMEDIATA EN MATAMOROS,01/12/2020,2020.0,LESIONES,CULPOSO,MATAMOROS,25.842868389954873,-97.49307847824402,25.842868389954877,-97.49307847824402,True
UNIDAD MATAMOROS 3,01/12/2021,2021.0,HOMICIDIO,CULPOSO,MATAMOROS,25.868927780004675,-97.49471962451936,25.868927780004675,-97.49471962451936,True
UNIDAD TAMPICO 4,01/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.24637,-97.85886,22.24637,-97.85886,True
UGI VICTORIA 4A.,01/12/2022,2022.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD MATAMOROS 3,01/12/2023,2023.0,HOMICIDIO,CULPOSO,MATAMOROS,25.819161635516057,-97.51608221209247,25.819161635516057,-97.51608221209248,True
UNIDAD TAMPICO 2A.,01/12/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.290591074474108,-97.87610446625449,22.290591074474108,-97.87610446625447,True
ATENCION INMEDIATA EN NUEVO LAREDO,01/12/2023,2023.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4929866411274,-99.5539291904953,27.4929866411274,-99.5539291904953,True
UGI VICTORIA 3A,01/12/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.71689481387385,-99.167944,23.71689481387385,-99.167944,True
UGI VICTORIA 3A,01/12/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UGI VICTORIA 3A,01/12/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,23.818444,-99.076823,23.818444,-99.076823,True
UNIDAD TAMPICO 2A.,01/12/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.286161945186908,-97.8763576569486,22.286161945186908,-97.8763576569486,True
UNIDAD NUEVO LAREDO 3,01/12/2024,2024.0,LESIONES,CULPOSO,NUEVO LAREDO,27.47803637230081,-99.51733687606942,27.47803637230081,-99.51733687606942,True
UNIDAD TAMPICO 2A.,01/12/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.196385406078324,-97.92526245117189,22.196385406078324,-97.92526245117188,True
UNIDAD REYNOSA 2A.,01/12/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.078833865428212,-98.2905657190876,26.07883386542821,-98.2905657190876,True
UNIDAD NUEVO LAREDO 1A.,01/12/2025,2025.0,LESIONES,CULPOSO,NUEVO LAREDO,27.46668837379945,-99.57359720738985,27.46668837379945,-99.57359720738984,True
UNIDAD NUEVO LAREDO 2A.,02/01/2017,2017.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.2483106573654,-99.4907283782959,27.2483106573654,-99.4907283782959,True
UNIDAD NUEVO LAREDO 2A.,02/01/2017,2017.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.4235619975851,-99.5327210426331,27.4235619975851,-99.5327210426331,True
UNIDAD MATAMOROS 2A.,02/01/2017,2017.0,LESIONES,CULPOSO,MATAMOROS,25.8433629468366,-97.5010201334953,25.8433629468366,-97.5010201334953,True
ATENCION INMEDIATA DE CIUDAD MADERO,02/01/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2640296451615,-97.8233699407429,22.2640296451615,-97.8233699407429,True
UNIDAD REYNOSA 2A.,02/01/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,"26,0379646338151","-98,2775109673736",,,False
UNIDAD TAMPICO 4,02/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.219187,-97.85346,22.219187,-97.85346,True
UNIDAD MATAMOROS 3,02/01/2020,2020.0,LESIONES,CULPOSO,MATAMOROS,25.869869973326814,-97.55118597208347,25.86986997332681,-97.55118597208347,True
UNIDAD TAMPICO 4,02/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.215937,97.85502,22.215937,-97.85502,True
UNIDAD VICTORIA 1A.,02/01/2020,2020.0,HOMICIDIO,CULPOSO,VICTORIA,23.7533831,-99.0974478,23.7533831,-99.0974478,True
UNIDAD VICTORIA 5A.,02/01/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.750438285101065,-99.15855464941025,23.750438285101065,-99.15855464941023,True
UNIDAD TAMPICO 4,02/01/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.236121692335722,-97.8536671639275,22.23612169233572,-97.8536671639275,True
UNIDAD REYNOSA 2A.,02/01/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.14623238509371,-98.34612402467606,26.14623238509371,-98.34612402467606,True
UNIDAD TAMPICO 1A.,02/01/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.270872618396037,-97.8738820552826,22.27087261839604,-97.8738820552826,True
UNIDAD TAMPICO 3A.,02/01/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.242435770647536,-97.86485995788377,22.242435770647536,-97.86485995788377,True
UNIDAD TAMPICO 2A.,02/01/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.214416093491817,-97.85828731958894,22.214416093491817,-97.85828731958894,True
ATENCION INMEDIATA EN TAMPICO,02/01/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.24756230189757,-97.87395715713502,22.24756230189757,-97.87395715713502,True
UNIDAD TAMPICO 3A.,02/01/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.236482442393118,-97.86876273780815,22.23648244239312,-97.86876273780815,True
ATENCION VICTORIA,02/01/2026,2026.0,LESIONES,CULPOSO,VICTORIA,0,0,0.0,0.0,False
ATENCION VICTORIA,02/01/2026,2026.0,LESIONES,CULPOSO,VICTORIA,0,0,0.0,0.0,False
UNIDAD CIUDAD MADERO 1A.,02/01/2026,2026.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.306733454606306,-97.85310029983522,22.306733454606302,-97.85310029983522,True
UNIDAD REYNOSA 2A.,02/01/2026,2026.0,LESIONES,CULPOSO,REYNOSA,26.01165721053707,-98.35457912820573,26.01165721053707,-98.35457912820571,True
UNIDAD NUEVO LAREDO 2A.,02/02/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4841886581775,-99.5173573493958,27.4841886581775,-99.5173573493958,True
UNIDAD NUEVO LAREDO 1A.,02/02/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.477191735739,-99.566924571991,27.477191735739,-99.566924571991,True
UNIDAD NUEVO LAREDO 1A.,02/02/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4751654525488,-99.5030879974365,27.4751654525488,-99.5030879974365,True
UNIDAD NUEVO LAREDO 1A.,02/02/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.5050121772076,-99.5736408233643,27.5050121772076,-99.5736408233643,True
UNIDAD CIUDAD MADERO 1A.,02/02/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.256036803753283,-97.85257995128633,22.256036803753283,-97.85257995128632,True
UNIDAD REYNOSA 2A.,02/02/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.0429298332133,-98.2927572727203,26.0429298332133,-98.2927572727203,True
UNIDAD REYNOSA 2A.,02/02/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.0393091859709,-98.210027217865,26.0393091859709,-98.210027217865,True
UNIDAD NUEVO LAREDO 1A.,02/02/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4915715642757,-99.517582654953,27.4915715642757,-99.517582654953,True
UNIDAD MATAMOROS 3,02/02/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,26.04854662789005,-97.89972782135011,26.04854662789005,-97.89972782135013,True
UNIDAD REYNOSA 2A.,02/02/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,"25,9370135222476","-98,2686710357666",,,False
UNIDAD VICTORIA 1A.,02/02/2020,2020.0,HOMICIDIO,CULPOSO,VICTORIA,23.732920136547502,-99.13073837757112,23.732920136547506,-99.13073837757112,True
UNIDAD REYNOSA 2A.,02/02/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.06626437081445,98.34111425538757,26.06626437081445,-98.34111425538757,True
UNIDAD REYNOSA 2A.,02/02/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.089695951169528,-98.29851292856333,26.089695951169528,-98.29851292856333,True
UNIDAD REYNOSA 2A.,02/02/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,25.943346,-98.262988,25.943346,-98.262988,True
UNIDAD REYNOSA 2A.,02/02/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.08251805694215,-98.30233908794433,26.08251805694215,-98.30233908794432,True
ATENCION INMEDIATA EN MATAMOROS,02/02/2022,2022.0,LESIONES,CULPOSO,MATAMOROS,25.847932549832727,-97.48962999167125,25.847932549832727,-97.48962999167124,True
UNIDAD TAMPICO 1A.,02/02/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.29901423094782,-97.90258984051563,22.29901423094782,-97.90258984051565,True
UNIDAD MATAMOROS 1A.,02/02/2023,2023.0,LESIONES,CULPOSO,MATAMOROS,25.853357068909784,-97.50096917152406,25.853357068909784,-97.50096917152406,True
UNIDAD TAMPICO 3A.,02/02/2024,2024.0,HOMICIDIO,CULPOSO,TAMPICO,22.268014424642573,-97.8676077677475,22.268014424642573,-97.8676077677475,True
ATENCION INMEDIATA EN MATAMOROS,02/02/2024,2024.0,LESIONES,CULPOSO,MATAMOROS,25.88072226120193,-97.50100135803224,25.88072226120193,-97.50100135803224,True
UGI VICTORIA 2A,02/02/2024,2024.0,LESIONES,CULPOSO,VICTORIA,23.773737,-99.152609,23.773737,-99.152609,True
UNIDAD REYNOSA 2A.,02/02/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.0917880301668,-98.27457731720334,26.0917880301668,-98.27457731720334,True
UNIDAD TAMPICO 3A.,02/02/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.2953641,-97.8813019,22.2953641,-97.8813019,True
